seed,n_qubits,depth_param,circuit_depth,n_cx,n_single_qubit_gates,total_gates,cx_density,noisy_expectation,zne_expectation,fold1,fold3,fold5,ideal_expectation
91,2,8,16,8,16,24,0.3333333333333333,-0.2866666666666667,-0.3163333333333332,-0.2866666666666667,-0.23733333333333334,-0.176,-0.33372642082594783
92,2,8,16,8,16,24,0.3333333333333333,0.068,0.0713333333333333,0.068,0.06466666666666666,0.05733333333333333,0.06392984844238014
93,2,8,16,8,16,24,0.3333333333333333,0.162,0.16894444444444442,0.162,0.13866666666666666,0.12666666666666668,0.20035320504599152
94,2,8,16,8,16,24,0.3333333333333333,0.13266666666666665,0.13794444444444437,0.13266666666666665,0.106,0.09866666666666667,0.11471628902575015
95,2,8,16,8,16,24,0.3333333333333333,-0.006666666666666667,-0.009055555555555553,-0.006666666666666667,-0.0013333333333333333,0.0033333333333333335,0.0067396424935934895
96,3,1,3,2,3,5,0.4,0.9533333333333334,0.965,0.9533333333333334,0.9333333333333333,0.9093333333333333,1.0
97,3,1,3,2,3,5,0.4,-0.8506666666666667,-0.8647222222222218,-0.8506666666666667,-0.8253333333333334,-0.7966666666666666,-0.9109145851594066
98,3,1,3,2,3,5,0.4,0.5606666666666666,0.5662777777777778,0.5606666666666666,0.55,0.5386666666666666,0.5945299452966987
99,3,1,3,2,3,5,0.4,0.944,0.9531111111111107,0.944,0.9246666666666666,0.9066666666666666,1.0000000000000002
100,3,1,3,2,3,5,0.4,0.9426666666666667,0.9556666666666663,0.9426666666666667,0.92,0.8933333333333333,1.0000000000000002
101,3,1,3,2,3,5,0.4,-0.6073333333333333,-0.6144444444444442,-0.6073333333333333,-0.5853333333333334,-0.5726666666666667,-0.6346168400880621
102,3,1,3,2,3,5,0.4,-0.8053333333333333,-0.8136666666666665,-0.8053333333333333,-0.7886666666666666,-0.772,-0.8577091802339498
103,3,1,3,2,3,5,0.4,0.17666666666666667,0.17594444444444443,0.17666666666666667,0.17533333333333334,0.17733333333333334,0.16066401049694615
104,3,1,3,2,3,5,0.4,0.9446666666666667,0.9548888888888883,0.9446666666666667,0.922,0.902,0.9999999999999996
105,3,1,3,2,3,5,0.4,0.9513333333333334,0.9638333333333332,0.9513333333333334,0.9246666666666666,0.9,0.9985606576397977
106,3,1,3,2,3,5,0.4,0.9066666666666666,0.9140555555555555,0.9066666666666666,0.888,0.874,0.9679548356353093
107,3,1,3,2,3,5,0.4,-0.94,-0.950111111111111,-0.94,-0.922,-0.9013333333333333,-0.9901899048184175
108,3,2,6,4,6,10,0.4,-0.5813333333333334,-0.5940555555555552,-0.5813333333333334,-0.5386666666666666,-0.5166666666666667,-0.5989742116383194
109,3,2,6,4,6,10,0.4,0.176,0.18238888888888874,0.176,0.166,0.15266666666666667,0.18563042588659956
110,3,2,6,4,6,10,0.4,-0.6746666666666666,-0.6908333333333332,-0.6746666666666666,-0.6473333333333333,-0.614,-0.7109233490169167
111,3,2,6,4,6,10,0.4,0.3413333333333333,0.34877777777777774,0.3413333333333333,0.322,0.308,0.375647745871447
112,3,2,6,4,6,10,0.4,-0.4886666666666667,-0.500111111111111,-0.4886666666666667,-0.4746666666666667,-0.45,-0.5575385936305637
113,3,2,6,4,6,10,0.4,0.5406666666666666,0.5592777777777774,0.5406666666666666,0.5173333333333333,0.47733333333333333,0.5833443865416224
114,3,2,6,4,6,10,0.4,0.5626666666666666,0.5780555555555552,0.5626666666666666,0.5513333333333333,0.5166666666666667,0.6269127703831815
115,3,2,6,4,6,10,0.4,-0.762,-0.7827777777777775,-0.762,-0.7126666666666667,-0.6726666666666666,-0.7951003424845288
116,3,2,6,4,6,10,0.4,0.6853333333333333,0.6950555555555553,0.6853333333333333,0.642,0.6273333333333333,0.7155947373749063
117,3,2,6,4,6,10,0.4,-0.16666666666666666,-0.17311111111111105,-0.16666666666666666,-0.16266666666666665,-0.148,-0.17701403827207507
118,3,2,6,4,6,10,0.4,0.822,0.8332777777777775,0.822,0.7666666666666667,0.7506666666666667,0.8996005476172423
119,3,2,6,4,6,10,0.4,-0.10733333333333334,-0.10155555555555551,-0.10733333333333334,-0.10666666666666667,-0.12066666666666667,-0.11089618486876485
120,3,3,9,6,9,15,0.4,-0.7953333333333333,-0.8238333333333333,-0.7953333333333333,-0.7533333333333333,-0.6933333333333334,-0.8467065767068008
121,3,3,9,6,9,15,0.4,0.007333333333333333,0.009833333333333326,0.007333333333333333,0.017333333333333333,0.009333333333333334,-0.01447735404640571
122,3,3,9,6,9,15,0.4,-0.9093333333333333,-0.9366111111111105,-0.9093333333333333,-0.8486666666666667,-0.7953333333333333,-0.9792728099682374
123,3,3,9,6,9,15,0.4,0.3273333333333333,0.3355555555555554,0.3273333333333333,0.29533333333333334,0.282,0.3587881493445858
124,3,3,9,6,9,15,0.4,0.9233333333333333,0.9508888888888883,0.9233333333333333,0.8626666666666667,0.8086666666666666,1.0000000000000004
125,3,3,9,6,9,15,0.4,-0.18066666666666667,-0.18599999999999997,-0.18066666666666667,-0.16333333333333333,-0.154,-0.1887120192548602
126,3,3,9,6,9,15,0.4,0.8593333333333333,0.8847777777777776,0.8593333333333333,0.7806666666666666,0.7353333333333333,0.9337861688251043
127,3,3,9,6,9,15,0.4,0.20933333333333334,0.23122222222222213,0.20933333333333334,0.17666666666666667,0.13066666666666665,0.2178654059540338
128,3,3,9,6,9,15,0.4,-0.7953333333333333,-0.8240555555555552,-0.7953333333333333,-0.7373333333333333,-0.68,-0.8559150286919375
129,3,3,9,6,9,15,0.4,0.11533333333333333,0.11949999999999995,0.11533333333333333,0.112,0.10266666666666667,0.10096259692819241
130,3,3,9,6,9,15,0.4,-0.8793333333333333,-0.9093888888888888,-0.8793333333333333,-0.8153333333333334,-0.756,-0.9627322889209322
131,3,3,9,6,9,15,0.4,-0.168,-0.17511111111111108,-0.168,-0.166,-0.14933333333333335,-0.18161215797663732
132,3,4,12,8,12,20,0.4,-0.7566666666666667,-0.789333333333333,-0.7566666666666667,-0.678,-0.6153333333333333,-0.8372326191833572
133,3,4,12,8,12,20,0.4,0.5733333333333334,0.6046111111111108,0.5733333333333334,0.48133333333333334,0.4246666666666667,0.6583069455335209
134,3,4,12,8,12,20,0.4,-0.05533333333333333,-0.059722222222222204,-0.05533333333333333,-0.04933333333333333,-0.04,-0.06696193995748825
135,3,4,12,8,12,20,0.4,-0.028,-0.02472222222222222,-0.028,-0.017333333333333333,-0.027333333333333334,-0.03275514866343504
136,3,4,12,8,12,20,0.4,0.792,0.8344444444444442,0.792,0.7226666666666667,0.6346666666666667,0.8530900266550085
137,3,4,12,8,12,20,0.4,0.154,0.1572777777777777,0.154,0.138,0.13333333333333333,0.1548725959634096
138,3,4,12,8,12,20,0.4,0.408,0.43255555555555547,0.408,0.3566666666666667,0.308,0.43513045368017683
139,3,4,12,8,12,20,0.4,-0.19,-0.1972222222222222,-0.19,-0.17,-0.15666666666666668,-0.19006429471779207
140,3,4,12,8,12,20,0.4,-0.6206666666666667,-0.6481666666666664,-0.6206666666666667,-0.5673333333333334,-0.512,-0.6836053997986411
141,3,4,12,8,12,20,0.4,0.5833333333333334,0.5953333333333329,0.5833333333333334,0.5326666666666666,0.514,0.6223134849756785
142,3,4,12,8,12,20,0.4,0.19666666666666666,0.20788888888888882,0.19666666666666666,0.17866666666666667,0.15533333333333332,0.22349621223602228
143,3,4,12,8,12,20,0.4,-0.21266666666666667,-0.22399999999999995,-0.21266666666666667,-0.18333333333333332,-0.162,-0.2528161103019918
144,3,5,15,10,15,25,0.4,0.06,0.06799999999999998,0.06,0.034,0.02,0.05216769387761794
145,3,5,15,10,15,25,0.4,0.43266666666666664,0.46705555555555556,0.43266666666666664,0.35,0.284,0.5020897894495197
146,3,5,15,10,15,25,0.4,0.015333333333333332,0.018055555555555554,0.015333333333333332,-0.004,-0.006666666666666667,0.024358729346809216
